ParticipantID,SEX,ParticipantAge,ParticipantEthnicity1,ParticipantEthnicity2,ParticipantEthnicity3,EducationLevel,FamilyIncome,ParticipantLTR,DatingLength,RelationshipSatisfaction,ProbabilityLeaveCurrentPartner,PartnerNumber,HadSex,AgeSex,ParticipantPrimarilyAttracted,ParticipantLifetimeSexPartners,PastYearSexPartners,PastMonthSex,Orientation,GenHealth1,MMS1,MMS2,MMS3,MMS4,MMS5,MMS6,MMS7,MMS8,MMS9,MMS10,MMS11,MMS12,MMS13,MMS14,ICS1,ICS2,ICS3,ICS4,ICS5,ICS6,ICS7,ICS8,ICS9,ICS10,ICS11,ICS12,CMVS1,CMVS2,CMVS3,CMVS4,CMVS5,CMVS6,CMVS7,CMVS8,CMVS9,CMVS10,CMVS11rc,CMVS12,CMVS13,CMVS14,CMVS15,CMVS16,CMVS17,CMVS18,CMVS19,CMVS20,CMVS21,CMVS22,CMVS23,CMVS24rc,CMVS25rc,CMVS26rc,ZSDQ1,ZSDQ2,ZSDQ3,ZSDQ4,MiniK1,MiniK2,MiniK3,MiniK4,MiniK5,MiniK6,MiniK7,MiniK8,MiniK9,MiniK10,MiniK11,MiniK12,MiniK13,MiniK14,MiniK15,MiniK16,MiniK17,MiniK18,MiniK19,MiniK20,BFFB1,BFFB2rc,BFFB3,BFFB4,BFFB5,BFFB6rc,BFFB7,BFFB8rc,BFFB9rc,BFFB10,BFFB11,BFFB12rc,BFFB13,BFFB14,BFFB15,BFFB16,BFFB17,BFFB18rc,BFFB19,BFFB20,BFFB21rc,BFFB22,BFFB23rc,BFFB24rc,BFFB24,BFFB25,BFFB26,BFFB27rc,BFFB28,BFFB29,BFFB30,BFFB31rc,BFFB32,BFFB33,BFFB34rc,BFFB35rc,BFFB36,BFFB37rc,BFFB38,BFFB39,BFFB40,BFFB41rc,BFFB42,BFFB43rc,BFFB44,IPC1,IPC2,IPC3,IPC4,IPC5,IPC6,IPC7,IPC8,IPC9,IPC10,IPC11,IPC12,IPC13,IPC14,IPC15,IPC16,IPC17,IPC18,IPC19,IPC20
210,1,38,1, , ,5,8,1,4,10,1,6,1,17,1,6,1,13,1,3,1,1,7,3,1,7,1,1,1,1,6,1,6,2,5,1,1,1,1,1,1,1,1,1,1,5,3,6,6,7,6,7,3,3,5,6,6,1,1,1,5,6,3,3,3,6,3,7,6,5,1,5,.394169620347785,-1.23675486730071,-1.38936092797183,.504442937912773,3,6,5,6,7,7,1,3,5,7,7,7,2,1,1,5,6,6,6,1,5,4,5,1,2,4,4,5,3,4,4,5,5,4,4,4,4,5,4,1,3,4,5,3,3,2,4,4,4,4,1,3,4,5,2,1,4,4,5,4,2,1,4,2,1,5,3,3,3,5,6,6,5,3,6,7,6,6,6,6,5,5,7,6,6
211,1,32,3, , ,4,1,1,5,10,1,1,1,23,1,1,1,1,1,3,1,5,4,5,1,4,1,1,1,5,5,1,5,5,3,3,4,4,3,3,4,3,4,4,4,3,4,4,3,6,4,7,4,3,4,4,5,1,1,1,6,6,6,3,4,5,4,7,4,1,1,4,-1.27820321974051,-1.23675486730071,-.604629292728481,-.254288858046192,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,6,6,6,5,5,3,3,4,3,4,2,4,2,2,4,4,4,4,4,4,4,4,3,4,4,2,4,3,3,3,4,4,3,4,4,4,2,4,4,3,3,2,4,4,4,4,3,4,3,4,5,5,5,5,6,6,6,5,5,5,5,5,5,5,5,5,5,6,5,6
212,1,48,1, , ,5,2,1,5,8,1,8,1,16,1,20,1,0,1,2,1,1,5,3,1,5,1,3,1,2,6,1,6,2,1,2,1,2,1,1,1,1,1,1,1,1,6,5,6,7,5,6,6,5,6,6,4,3,2,2,6,6,7,3,3,7,4,7,6,1,3,1,-.44201679969636,-1.23675486730071,-.604629292728481,-.254288858046192,4,5,4,4,5,6,6,6,7,6,1,5,7,7,6,5,5,5,3,1,2,4,3,4,2,2,4,3,4,4,1,5,4,4,3,2,4,4,3,3,2,4,2,3,3,3,2,3,3,4,5,2,4,4,3,2,2,4,3,2,2,5,4,3,3,4,3,3,5,4,5,5,3,3,5,3,4,4,3,5,4,4,3,4,5
213,1,45,1, , ,5,4,2, , , ,3,1,24,1,17,1,4,1,3,1,1,1,1,1,5,1,1,1,2,4,1,4,1,2,4,5,4,2,1,1,1,6,1,1,1,7,7,7,7,7,3,5,5,5,4,4,7,4,7,7,7,7,1,1,7,7,7,7,1,7,2,.394169620347785,.538352118707369,.180102342514866,.504442937912773,3,6,2,3,7,6,5,7,4,5,7,3,5,5,6,5,7,6,2,1,2,3,4,5,4,3,5,4,5,5,2,4,4,5,4,5,2,4,4,5,3,2,3,5,1,4,3,5,3,4,5,2,4,5,4,3,2,5,4,5,4,5,4,3,5,3,2,2,2,5,4,6,4,2,4,2,3,3,3,2,1,1,2,2,2
214,1,39,1, , ,5,3,1,5,9,1,30,1,17,1,30,1,20,1,4,1,2,7,7,5,6,1,3,1,7,6,1,6,7,5,5,6,7,6,5,6,6,6,6,2,5,3,3,3,3,3,1,3,3,3,3,1,1,1,3,5,6,6,2,1,5,2,5,2,3,3,3,.394169620347785,.538352118707369,-.604629292728481,.504442937912773,5,5,6,6,6,3,2,1,5,6,7,5,6,6,6,6,6,6,4,7,2,4,4,2,4,2,5,2,3,4,2,5,4,4,5,4,3,2,4,4,2,1,5,1,5,4,4,2,4,4,4,4,5,5,2,4,4,2,4,2,5,2,3,4,5,6,6,6,6,6,5,6,6,6,5,6,6,6,6,6,6,6,7,6,6
216,1,32,1, , ,4,5,1,4,10,1,2,1,23,1,5,1,2,1,3,2,6,6,6,2,6,2,6,2,6,6,2,6,2,4,1,2,1,1,1,1,1,1,1,1,6,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,3,2,2,2,1.23035604039193,-1.23675486730071,-.604629292728481,1.26317473387174,6,6,6,2,6,6,6,2,4,7,7,1,6,6,6,1,1,1,1,4,1,4,1,2,3,2,3,2,3,2,2,5,2,3,2,2,3,3,4,3,2,5,1,2,4,3,2,4,2,3,4,2,4,3,5,4,2,3,2,3,3,4,3,4,2,6,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,6,2,6
218,1,19,6, , ,2,4,2, , , ,0,2, ,1,0,0,0,1,3, , , , , , , , , , , , , , ,1,1,1,1,1,4,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,-2.9505760598288,-2.12430836030475,-1.38936092797183,-2.53048424592309,4,1,1,1,1,6,5,1,4,4,1,1,1,1,1,1,1,1,1,3,1,5,3,4,4,1,2,4,3,2,1,5,2,3,4,2,3,4,1,4,1,2,2,2,4,4,4,1,2,1,4,2,1,2,4,2,1,4,2,2,1,4,2,5,1,7,7,7,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7
219,1,56,1, , ,2,6,1,5,9,1,18,1,16,1,8,1,0,1,3,2,6,5,5,1,5,1,2,6,5,6,5,6,5,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,4,5,6,6,7,6,2,1,7,7,7,7,3,2,2,3,6,2,1,1,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412,6,6,7,7,7,6,6,1,7,4,7,5,3,5,6,2,2,2,1,2,2,4,5,3,2,1,5,5,3,3,4,5,5,3,3,4,5,5,3,3,2,5,5,3,3,2,3,4,5,3,2,2,5,5,3,2,2,4,4,3,2,2,4,5,2,6,6,6,6,4,6,5,3,6,6,7,7,7,6,6,7,7,6,5,6
220,1,52,1, , ,4,2,1,5,10,1,6,1,17,1, ,1,0,1,3,7,4,7,4,1,6,1,1,1,4,7,1,4,4,1,7,1,4,4,1,1,1,4,4,1,1,2,4,4,6,6,6,1,1,2,4,4,1,1,1,7,7,7,2,2,7,4,7,2,1,1,1,-2.11438963978465,-2.12430836030475,-1.38936092797183,-1.77175244996412,7,7,7,7,7,7,5,7,7,7,7,7,7,4,7,7,7,7,7,7,5,5,5,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,4,3,1,5,5,1,3,5,5,5,1,2,5,5,5,3,3,3,5,5,3,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
221,1,39,1, , ,4,5,1,5,11,1,3,1,17,1,3,1,20,1,5,3,2,5,3,2,6,3,2,3,5,2,3,6,2,2,1,3,4,2,1,2,1,3,4,1,2,2,1,2,5,2,5,6,3,4,5,5,2,1,2,5,6,5,1,2,3,3,5,4,2,3,3,1.23035604039193,.538352118707369,-.604629292728481,-.254288858046192,5,6,4,6,5,4,7,7,7,7,7,6,7,4,3,6,5,6,3,2,4,4,4,1,4,4,4,3,1,4,5,4,4,3,5,4,5,4,3,4,2,5,4,2,4,5,3,4,4,2,5,3,5,4,2,3,5,4,4,1,4,4,4,3,5,6,5,6,5,7,4,5,3,4,6,5,5,6,5,7,5,6,5,7,5
222,1,26,1, , ,4,9,1,5,10,1,4,1,16,1,4,1,1,1,4,2,1,5,6,2,6,2,2,2,6,7,2,7,6,6,5,5,7,4,3,3,4,5,6,5,6,2,1,2,3,2,3,2,2,3,2,2,3,3,3,2,3,2,1,1,2,2,1,2,2,1,3,.394169620347785,.538352118707369,-.604629292728481,.504442937912773,6,7,6,7,7,5,2,1,4,7,7,5,3,2,2,6,6,5,2,2,5,2,5,2,5,4,4,5,4,4,4,4,5,4,4,4,2,5,4,5,4,2,5,1,5,4,4,2,5,4,5,4,5,4,2,1,4,2,5,4,5,4,2,5,5,6,7,5,7,6,7,7,6,7,6,7,7,6,7,6,7,6,7,7,7
223,1,26,1, , ,5,6,1,5,11,1,3,1,21,1,4,1,10,1,5,6,5,5,6,6,5,4,4,6,6,5,4,4,5,6,5,4,5,4,6,4,3,3,5,5,5,5,7,6,7,5,5,6,6,7,6,3,5,6,4,4,5,6,5,5,4,4,5,5,4,5,5,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773,5,6,6,5,4,4,3,3,5,5,5,5,5,4,5,6,6,5,5,4,3,1,5,5,4,3,3,2,2,5,4,2,4,4,4,3,3,3,3,4,1,5,2,3,3,4,4,2,5,4,4,2,4,5,3,2,4,2,5,5,5,2,4,3,4,3,3,2,4,5,6,5,4,6,6,4,3,4,5,7,4,3,3,3,3
225,1,45,1, , ,3,4,1,5,11,1,4,1,15,1,4,1,6,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,3,6,2,2,3,4,3,4,3,3,4,3,4,3,5,4,.394169620347785,-.349201374296671,.180102342514866,-.254288858046192,3,3,5,4,4,4,1,1,4,7,5,4,3,1,1,1,1,2,2,2,2,3,4,1,4,4,2,4,2,4,3,4,4,3,4,3,2,5,1,4,3,1,5,1,5,4,4,2,4,2,3,3,2,2,2,4,2,3,2,2,3,3,1,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,4
226,1,32,1, , ,4,4,1,5,7,2,6,1,19,1,6,1,1,1,3,1,4,5,6,1,4,1,6,1,6,7,1,6,6,1,2,3,2,1,1,3,1,6,3,1,1,1,7,6,6,6,4,7,7,7,7,6,1,1,2,7,6,6,2,2,6,4,7,5,4,5,3,.394169620347785,.538352118707369,.964833977758214,.504442937912773,5,5,5,3,5,5,2,5,7,6,7,3,3,3,4,5,3,3,5,4,1,2,3,3,3,2,2,1,5,5,3,2,4,4,4,3,1,1,5,5,2,2,2,4,2,4,1,2,3,4,4,1,2,3,3,3,1,2,2,5,4,4,3,2,4,4,5,5,4,6,6,6,6,4,5,4,3,4,7,6,6,6,5,6,6
227,1,47,1, , ,4,4,1,4,8,5,6,1,17,1,20,1,5,1,4,3,6,5,1,4,6,5,5,4,1,7,4,7,5,2,3,3,3,4,2,4,3,6,5,1,4,4,4,4,5,4,2,5,5,4,4,5,6,7,6,2,3,4,7,6,5,4,3,3,3,4,5,.394169620347785,.538352118707369,.180102342514866,.504442937912773,5,5,3,4,7,6,1,1,7,6,6,5,2,1,1,7,7,7,7,2,2,2,5,3,4,2,5,5,3,4,3,5,5,4,4,3,2,5,3,2,2,3,5,2,4,3,2,2,4,2,3,3,4,5,2,2,4,3,5,4,4,3,3,5,3,5,5,4,5,5,6,4,5,3,4,6,4,5,5,5,5,3,5,5,4
228,1,33,1, , ,3,6,1,5,9,1,5,1,19,1,5,1,11,1,3,2,3,2,1,5,7,4,1,3,2,3,6,4,5,1,1,2,2,2,2,2,1,2,2,3,1,3,6,5,5,3,3,3,2,2,4,3,7,7,7,7,4,3,5,2,4,3,2,3,6,5,6,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,6,7,6,7,7,5,6,7,5,6,7,7,6,6,6,5,6,5,6,6,4,3,5,4,3,3,4,2,2,3,4,2,3,5,4,3,3,4,2,4,1,3,4,1,5,2,4,5,2,1,3,5,5,4,2,1,3,4,5,4,3,3,5,3,3,6,6,4,6,6,5,7,6,4,5,5,6,6,7,7,5,5,7,6,6
229,1,30,1,6, ,3,6,1,5,8,1,10,1,17,1,25,2,10,1,3,1,5,5,7,1,4,1,3,2,6,5,1,3,3,1,1,2,1,1,1,1,1,1,1,1,1,3,4,4,6,4,6,6,6,6,6,5,4,2,3,6,6,6,3,3,6,5,6,5,2,2,2,.394169620347785,-.349201374296671,.180102342514866,-1.01302065400516,6,6,5,5,6,5,6,1,7,6,7,4,6,6,6,5,5,5,3,3,2,4,4,2,4,3,4,4,5,4,2,4,4,4,4,2,5,4,4,4,2,4,4,4,2,2,2,4,4,4,2,2,4,4,4,2,2,4,4,2,4,4,3,5,3,5,5,5,6,6,5,5,6,6,6,5,5,5,7,5,3,3,6,6,5
230,1,34,1, , ,4,6,1,5,9,1,3,1,23,1,2,1,2,1,3,2,2,6,5,2,3,2,1,1,1,6,1,6,1,4,3,3,3,5,3,2,2,3,3,3,3,5,5,5,5,5,6,5,5,5,6,5,1,2,2,6,6,6,3,5,3,5,5,5,3,3,3,.394169620347785,-.349201374296671,.180102342514866,-.254288858046192,6,6,6,6,6,6,1,2,4,6,6,6,5,5,5,5,5,5,5,7,2,4,4,2,4,2,4,4,4,4,3,4,4,2,4,2,4,4,4,4,2,4,4,4,2,2,2,4,4,4,4,2,4,4,4,2,2,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
231,1,57,1, , ,3,4,1,5,11,1,8,1,15,1,7,1,10,1,4,4,6,6,2,2,7,2,3,3,2,6,1,6,6,1,4,4,5,2,4,4,2,4,4,3,3,2,3,3,3,3,4,2,2,2,2,1,4,1,2,7,6,6,1,1,3,1,4,1,1,4,3,.394169620347785,.538352118707369,.180102342514866,.504442937912773,5,7,7,7,6,5,7,6,7,7,7,7,7,7,7,6,6,6,5,6,4,4,5,1,4,4,4,4,2,5,4,5,5,2,4,5,4,5,1,5,4,5,5,1,5,4,3,4,5,2,5,4,4,5,2,4,5,4,4,2,5,5,4,5,5,5,5,5,5,6,7,7,7,6,7,7,6,6,7,6,6,6,6,5,6
232,1,27,1, , ,4,4,1,5,9, ,2,1,17,1,2,1,5,1,3,1,4,5,1,1,4,1,1,1,1,4,1,4,1,1,1,1,3,1,1,1,1,1,1,1,1,2,4,4,6,2,6,6,6,6,6,6,2,2,2,6,6,6,6,3,3,4,4,3,2,2,2,.394169620347785,-.349201374296671,.180102342514866,-1.01302065400516,5,5,5,5,6,2,6,6,6,6,7,7,7,6,6,2,2,2,2,2,2,4,4,1,4,2,4,5,2,3,3,5,4,2,4,4,4,5,1,3,3,4,5,2,4,4,3,5,4,1,3,4,4,4,2,2,2,5,4,1,2,4,4,5,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
233,1,34,1, , ,4,8,1,5,11,1,7,1,23,1,7,1,4,1,5,1,4,6,7,1,7,1,4,1,7,7,1,7,5,2,2,2,3,1,1,2,1,4,5,2,2,4,4,4,4,3,5,3,3,4,3,2,1,1,2,5,6,4,3,4,5,3,6,3,2,3,4,-.44201679969636,-.349201374296671,-1.38936092797183,-.254288858046192,5,7,5,7,7,6,2,7,4,7,7,6,7,7,7,7,7,7,5,6,2,3,5,2,4,2,5,5,2,4,3,5,5,4,3,3,5,5,4,4,2,3,5,1,5,3,2,4,5,3,4,2,4,5,2,3,3,4,5,4,3,3,4,4,3,5,4,5,5,7,5,5,5,4,6,7,7,7,6,6,6,6,7,7,7
234,1,25,1, , ,4,4,2, , , ,1,1,20,1,1,0,0,1,3,2,5,5,6,1,6,1,3,5,6,6,5,6,5,3,2,2,5,1,1,2,1,1,1,1,2,6,7,7,7,5,6,5,5,6,7,6,1,2,5,7,6,6,2,3,7,5,7,7,5,5,2,.394169620347785,-2.12430836030475,-1.38936092797183,-1.77175244996412,3,6,5,2,6,6,7,7,4,4,6,2,7,7,6,3,2,2,3,1,1,4,2,4,4,1,5,4,4,4,2,5,4,4,4,4,5,1,5,4,1,4,1,4,2,4,1,5,2,4,4,1,5,2,4,2,2,4,4,5,4,5,4,4,4,2,3,2,2,5,5,6,5,2,5,2,2,2,5,6,5,5,5,3,5
235,1,29,1, , ,4,2,1,4,10,1,6,1,17,1,10,1,5,1,3,2,3,5,6,5,5,2,5,5,6,6,5,6,5,5,6,5,5,4,3,5,2,6,5,4,5,5,5,5,6,5,6,6,6,6,5,5,7,3,7,5,5,5,3,3,6,3,5,3,3,2,3,-.44201679969636,-.349201374296671,-.604629292728481,-1.01302065400516,5,6,5,5,6,5,3,5,4,6,7,5,5,5,5,3,3,3,2,2,1,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,1,4,4,4,2,4,2,4,4,4,2,1,4,4,4,2,2,4,4,4,4,2,4,4,2,5,6,5,5,5,6,6,6,5,5,5,5,5,6,5,5,5,6,5,6
237,1,28,1, , ,5,7,1,5,9,1,3,1,15,1,3,1,6,1,4,1,2,5,5,3,4,2,2,2,6,7,2,6,5,3,5,4,4,2,2,2,2,5,5,3,2,2,2,3,5,3,4,4,4,4,3,3,2,2,4,4,5,5,2,2,3,3,3,2,3,4,3,.394169620347785,.538352118707369,.964833977758214,-.254288858046192,5,6,5,5,6,3,5,2,4,6,7,6,6,5,5,6,5,6,5,5,4,4,3,2,4,4,3,2,4,5,3,4,3,4,4,3,4,2,4,3,4,3,4,3,3,3,3,4,3,4,3,3,3,4,3,3,4,4,3,3,4,3,4,3,3,5,6,5,5,7,6,6,5,5,5,5,5,6,5,6,5,5,7,4,5
238,1,25,1, , ,5,3,1,5,10,11,1,1,21,1,1,1,1,1,4,7,6,7,6,7,6,5,7,6,5,6,7,6,5,6,7,6,6,5,6,6,5,6,7,6,5,3,1,1,7,3,7,2,1,2,1,6,3,3,2,3,4,3,3,2,3,2,3,3,1,4,6,1.23035604039193,1.42590561171141,2.53429724824491,1.26317473387174,6,6,7,3,5,6,7,6,5,7,1,1,7,7,7,7,7,6,7,6,5,2,3,2,5,2,5,2,3,4,5,2,5,4,5,5,4,1,4,5,2,5,1,2,4,3,4,1,4,4,4,1,4,4,2,3,4,1,4,3,4,1,4,3,4,6,7,6,5,6,7,6,5,4,5,6,5,6,5,6,7,6,5,6,5
239,1,60,1, , ,4,7,1,5,11,1,3,1,19,1,3,1,12,1,5,2,6,7,5,1,7,1,1,1,6,6,1,6,6,2,2,3,2,1,3,3,1,2,2,2,1,4,6,7,7,6,6,2,2,4,2,2,1,1,1,7,7,7,3,4,3,4,7,1,1,1,1,.394169620347785,-.349201374296671,.180102342514866,.504442937912773,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,2,4,4,5,1,3,5,5,3,2,5,4,5,5,1,3,4,5,1,1,4,5,5,5,1,5,4,4,5,5,1,4,5,4,4,1,3,5,5,5,1,4,4,5,4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
240,1,39,1, , ,3,7,1,5,9,1,1,1,21,1,1,1,0,1,4,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,6,6,7,7,7,1,1,1,1,7,7,7,7,7,2,6,6,1,1,1,1,-2.11438963978465,-1.23675486730071,-.604629292728481,-1.77175244996412,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,5,5,1,5,1,5,5,1,1,1,5,5,5,1,1,1,5,1,1,1,5,5,1,5,1,1,5,5,1,1,1,5,5,1,1,1,3,5,5,1,1,5,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
242,1,29,1, , ,5,8,1,5,8,1,1,1,17,1,2,2,5,1,3,2,4,6,4,1,4,1,1,1,4,4,1,4,5,1,1,2,3,1,1,1,1,4,4,3,2,4,5,6,5,5,7,5,4,5,6,5,2,3,4,7,7,6,2,3,7,4,4,5,1,3,2,.394169620347785,-1.23675486730071,.180102342514866,1.26317473387174,4,5,6,5,3,5,5,5,4,6,5,7,7,6,5,6,5,5,4,4,3,5,4,2,3,2,5,2,2,5,3,5,4,4,4,3,5,1,2,4,3,4,3,2,4,2,2,5,4,2,4,2,5,4,2,5,4,5,4,3,4,5,5,2,2,4,5,5,5,6,6,6,6,4,5,5,6,5,7,6,6,6,4,4,5
243,1,45,1, , ,5,7,1,5,11,1,50,1,14,1,30,1,10,1,3,1,4,4,4,4,6,1,4,4,4,7,4,7,4,2,2,2,6,2,2,2,2,6,6,6,2,4,3,4,3,3,4,3,4,4,4,3,1,1,4,6,6,6,2,2,4,4,4,1,1,2,2,1.23035604039193,.538352118707369,-.604629292728481,1.26317473387174,6,5,5,5,6,5,3,1,7,7,7,2,7,5,5,5,4,4,5,6,5,2,5,1,3,3,4,3,3,4,4,4,5,3,3,3,3,4,3,3,4,4,4,3,3,3,5,3,3,3,3,4,3,5,2,3,4,3,5,3,3,3,3,3,3,5,5,5,5,5,5,5,5,4,5,6,5,5,5,5,4,4,7,6,6
244,1,30,1, , ,2,6, , , , ,1,1,21,1,1,1,8,1,4,1,2,1,2,1,1,1,1,1,1,3,1,1,1,4,2,3,2,2,1,1,1,1,1,1,1,5,6,6,7,7,7,6,6,6,7,6,7,6,6,6,6,5,2,2,7,7,7,7,1,1,1,-2.11438963978465,-.349201374296671,-1.38936092797183,-1.77175244996412,5,4,2,5,6,4,6,6,5,4,7,4,5,4,4,4,4,4,2,4,5,2,4,4,4,3,3,5,4,3,3,5,4,3,3,3,2,5,4,5,4,2,5,4,2,3,5,3,4,3,3,3,4,4,2,3,3,5,4,3,3,4,2,3,3,5,6,5,5,4,3,3,3,3,3,5,4,5,5,5,3,2,6,5,5
245,1,31,1, , ,4,6,1,5,11,1,1,1,16,1,1,1,1,1,1,2,5,2,2,4,2,6,3,6,4,3,2,5,6,3,2,5,2,4,2,2,1,1,1,2,1,2,6,6,6,2,3,6,6,6,6,5,6,6,3,6,3,6,5,6,6,2,4,2,6,4,2,.394169620347785,-.349201374296671,.180102342514866,-1.01302065400516,2,5,2,5,6,6,4,6,2,7,2,4,2,5,4,2,2,3,5,1,2,2,2,4,4,4,2,4,3,2,2,2,2,2,4,2,2,2,4,2,3,2,2,4,2,4,2,4,2,4,1,2,2,4,2,4,5,4,2,4,4,4,4,4,4,2,5,6,5,2,6,2,3,6,4,5,2,3,6,4,2,6,5,5,3
246,1,37,1, , ,2,6,1,5,8,1,3,1,15,1,5,1,2,1,3,1,5,6,4,1,5,1,3,1,5,4,1,6,3,2,5,2,6,1,1,1,1,7,4,4,2,5,6,6,5,6,2,7,7,7,7,5,1,2,3,7,7,7,1,1,7,4,7,7,1,7,1,.394169620347785,.538352118707369,.964833977758214,.504442937912773,5,5,5,5,6,7,2,4,6,5,7,5,7,6,6,2,2,2,2,2,1,1,5,4,4,1,5,5,2,4,1,4,4,5,4,1,4,5,4,4,1,2,2,4,2,4,5,2,3,5,5,1,5,5,1,1,1,1,4,5,4,5,4,5,5,6,5,5,5,6,6,6,5,3,3,2,3,2,5,3,5,5,6,6,6
247,1,45,1, , ,2,6,1,5,11,1,5,1,17,1,2,1,6,1,4,1,4,7,4,1,7,1,1,1,5,7,1,7,1,1,1,1,4,1,1,1,1,1,2,1,1,3,3,3,4,3,4,3,6,6,3,7,1,1,1,7,7,7,1,1,3,4,4,4,1,1,1,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773,5,6,7,7,6,7,6,5,7,7,7,7,6,6,6,7,7,7,4,4,1,3,5,1,5,1,5,5,3,4,4,5,5,4,4,4,4,5,4,4,1,4,5,1,5,5,1,5,5,3,3,1,5,5,1,1,3,5,5,5,5,3,5,5,1,6,4,5,5,4,5,5,5,7,7,7,7,7,7,7,7,7,7,6,6
248,1,33,1, , ,4,7,1,5,11,1,10,1,18,1,12,1,4,1,5,7,5,7,7,1,7,1,3,1,7,7,1,7,5,1,1,1,1,1,1,1,1,6,6,1,1,2,2,2,5,3,1,2,2,3,1,1,1,1,1,5,4,5,1,1,2,3,5,1,1,5,1,1.23035604039193,.538352118707369,-.604629292728481,.504442937912773,5,7,7,7,7,5,5,5,6,7,7,3,6,5,5,5,5,5,3,3,2,5,5,1,4,2,4,4,1,4,5,5,5,1,4,4,4,5,2,4,1,4,4,2,4,2,4,5,5,2,2,1,4,4,2,4,2,4,5,4,4,4,4,5,2,3,3,3,5,5,5,5,3,5,7,5,7,7,6,6,7,7,7,6,6
250,1,47,1, , ,4,5,1,5,10,5,10,1,16,1,20,2,25,1,4,1,5,5,4,4,4,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,3,3,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1.23035604039193,1.42590561171141,.964833977758214,2.0219065298307,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
251,1,50,1, , ,4,6,1,5,10,1,6,1,19,1,5,1,10,1,4,2,6,7,2,2,6,2,3,4,2,6,2,5,5,2,2,1,2,2,2,2,2,5,4,2,2,2,3,3,7,4,7,3,4,4,4,4,2,1,2,7,6,6,3,5,4,4,5,3,1,2,2,.394169620347785,.538352118707369,-1.38936092797183,.504442937912773,2,6,4,6,6,6,6,6,7,7,7,5,6,6,6,6,7,7,4,1,2,5,5,2,4,2,4,5,3,5,4,5,5,3,3,3,3,5,3,5,2,4,5,3,3,3,1,4,5,4,4,3,4,5,3,1,3,5,5,3,3,5,4,4,4,5,4,2,5,6,6,6,4,5,7,6,6,6,7,6,4,4,7,5,6
252,1,47,1, , ,2,6,1,5,10,1,4,1,13,1,80,1,3,1,4,2,6,5,2,1,3,1,4,3,5,5,1,5,1,2,3,5,5,2,1,1,1,6,2,1,1,3,2,2,2,2,2,6,6,4,6,6,7,7,7,7,7,7,2,3,3,4,6,2,2,2,2,-1.27820321974051,-.349201374296671,.180102342514866,-.254288858046192,6,6,6,6,5,6,5,5,4,7,7,1,5,5,5,3,6,6,1,1,2,4,4,1,4,2,4,2,2,4,3,4,4,2,3,3,2,2,2,4,2,4,3,2,4,4,2,5,4,2,4,2,4,4,2,2,2,5,3,3,4,4,3,2,3,6,4,5,5,6,6,6,5,5,6,5,6,6,6,5,5,5,6,6,5
